#time = 0.25
#left_edge = 0.0
#right_edge = 1.0
x,density,velocity_x,pressure
0.31640625,0.7214070529072293,0.37403413051660267,0.6330711718269929
0.32421875,0.7046163976808003,0.40007579718326935,0.6125391394708735
0.33203125,0.6881398482791163,0.426117463849936,0.5925805467086591
0.33984375,0.6719729769198326,0.45215913051660267,0.5731819845898436
0.34765625,0.6561113976282389,0.47820079718326935,0.5543302961833914
0.35546875,0.6405507660389455,0.504242463849936,0.5360125730084095
0.36328125,0.6252867791975684,0.5302841305166027,0.5182161514986813
0.37109375,0.6103151753624132,0.5563257971832694,0.5009286095008968
0.37890625,0.5956317338061631,0.582367463849936,0.4841377628064291
0.38671875,0.5812322746175619,0.6084091305166027,0.46783166171648155
0.39453125,0.5671126585030999,0.6344507971832694,0.45199858764045425
0.40234375,0.5532687865886994,0.660492463849936,0.4366270497273654
0.41015625,0.5396966002214002,0.6865341305166027,0.4217057815301659
0.41796875,0.526392080771043,0.7125757971832694,0.40722373770278353
0.42578125,0.5133512494319576,0.738617463849936,0.393170090729743
0.43359375,0.5005701670246459,0.7646591305166027,0.37953422768819006
0.44140625,0.48804493379746794,0.7907007971832694,0.3663057470421663
0.44921875,0.4757716892283272,0.816742463849936,0.35347445546896944
0.45703125,0.4637466118263559,0.8427841305166027,0.34103036471743936
0.46484375,0.45196591893359933,0.8688257971832694,0.3289636884980062
0.47265625,0.4404258665267026,0.894867463849936,0.317264839404344
0.48046875,0.42912274901859504,0.9209091305166027,0.3059244258664617
0.48828125,0.42632,0.92745,0.30313
0.49609375,0.42632,0.92745,0.30313
0.50390625,0.42632,0.92745,0.30313
0.51171875,0.42632,0.92745,0.30313
0.51953125,0.42632,0.92745,0.30313
0.52734375,0.42632,0.92745,0.30313
0.53515625,0.42632,0.92745,0.30313
0.54296875,0.42632,0.92745,0.30313
0.55078125,0.42632,0.92745,0.30313
0.55859375,0.42632,0.92745,0.30313
0.56640625,0.42632,0.92745,0.30313
0.57421875,0.42632,0.92745,0.30313
0.58203125,0.42632,0.92745,0.30313
0.58984375,0.42632,0.92745,0.30313
0.59765625,0.42632,0.92745,0.30313
0.60546875,0.42632,0.92745,0.30313
0.61328125,0.42632,0.92745,0.30313
0.62109375,0.42632,0.92745,0.30313
0.62890625,0.42632,0.92745,0.30313
0.63671875,0.42632,0.92745,0.30313
0.64453125,0.42632,0.92745,0.30313
0.65234375,0.42632,0.92745,0.30313
0.66015625,0.42632,0.92745,0.30313
0.66796875,0.42632,0.92745,0.30313
0.67578125,0.42632,0.92745,0.30313
0.68359375,0.42632,0.92745,0.30313
0.69140625,0.42632,0.92745,0.30313
0.69921875,0.42632,0.92745,0.30313
0.70703125,0.42632,0.92745,0.30313
0.71484375,0.42632,0.92745,0.30313
0.72265625,0.42632,0.92745,0.30313
0.73046875,0.42632,0.92745,0.30313
0.73828125,0.26557,0.92745,0.30313
0.74609375,0.26557,0.92745,0.30313
0.75390625,0.26557,0.92745,0.30313
0.76171875,0.26557,0.92745,0.30313
0.76953125,0.26557,0.92745,0.30313
0.77734375,0.26557,0.92745,0.30313
0.78515625,0.26557,0.92745,0.30313
0.79296875,0.26557,0.92745,0.30313
0.80078125,0.26557,0.92745,0.30313
0.80859375,0.26557,0.92745,0.30313
0.81640625,0.26557,0.92745,0.30313
0.82421875,0.26557,0.92745,0.30313
0.83203125,0.26557,0.92745,0.30313
0.83984375,0.26557,0.92745,0.30313
0.84765625,0.26557,0.92745,0.30313
0.85546875,0.26557,0.92745,0.30313
0.86328125,0.26557,0.92745,0.30313
0.87109375,0.26557,0.92745,0.30313
0.87890625,0.26557,0.92745,0.30313
0.88671875,0.26557,0.92745,0.30313
0.89453125,0.26557,0.92745,0.30313
0.90234375,0.26557,0.92745,0.30313
0.91015625,0.26557,0.92745,0.30313
0.91796875,0.26557,0.92745,0.30313
0.92578125,0.26557,0.92745,0.30313
0.93359375,0.26557,0.92745,0.30313
0.94140625,0.125,0.0,0.1
0.94921875,0.125,0.0,0.1
0.95703125,0.125,0.0,0.1
0.96484375,0.125,0.0,0.1
0.97265625,0.125,0.0,0.1
0.98046875,0.125,0.0,0.1
0.98828125,0.125,0.0,0.1
0.99609375,0.125,0.0,0.1
